ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
3693	Central Amis	this	177	2497	kuna	k u n a	1072	
3694	Central Amis	this	177	2498	kuni	k u n i	1747	
3695	Chamorro	this	177	360	ini	i n i	2942	
3696	Banoni	this	177	2735	ie	i e	2896	
3697	Banoni	this	177	2736	nabeː	n a b eː	2721	
3698	Maloh	that	178	1045	indin	i n d i n	10	
3699	Merina (Malagasy)	that	178	1146	ao	a o	500	
3700	Merina (Malagasy)	that	178	1147	anj	a n j	1124	
3701	Thao	that	178	270	haja	h a j a	1851	
3702	Thao	that	178	270	huja	h u j a	2843	
3703	Palauan	that	178	1379	tilecʰaŋ	t i l e cʰ a ŋ	1027	
3704	Palauan	that	178	1380	séi	s é i	780	
3705	Tunjung	that	178	392	aneh	a n e h	1440	
3706	Bare'e	that	178	569	setu	s e t u	1492	
3707	Iban	that	178	1615	nʲaʔ	nʲ a ʔ	2505	
3708	Berawan (Long Terawan)	that	178	569	tuh	t u h	2468	
3709	Moken	that	178	1782	nʲuː	nʲ uː	2088	
3710	Hanunoo	that	178	1852	tunda	t u n d a	1510	
3711	Hanunoo	that	178	1853	tida	t i d a	3098	
3712	Wuna	that	178	569	aitu	a i t u	772	
3713	Tetum	that	178	392	nia	n i a	1327	
3714	Mailu	that	178	2074	ada	a d a	1565	
3715	Mailu	that	178	2075	ne	n e	695	
3716	Tsou	that	178	2214	icʔo	i c ʔ o	2146	
3717	Nias	that	178	2322	daʔõ	d a ʔ õ	364	
3718	Central Amis	that	178	2499	kuna	k u n a	1510	
3719	Central Amis	that	178	2500	kura	k u r a	3121	
3720	Chamorro	that	178	2578	enao	e n a o	2985	
3721	Banoni	that	178	392	nana	n a n a	2343	
3722	Banoni	that	178	392	nabo	n a b o	2985	
3723	Singhi	that	178	392	inu	i n u	2985	
3724	Banggi	that	178	392	ino	i n o	2985	
3725	Maloh	near	179	1046	insoʔ	i n s o ʔ	2441	
3726	Merina (Malagasy)	near	179	1148	akékj	a k é k j	832	
3727	Thao	near	179	1244	iqualh	i q u a l h	970	
3728	Palauan	near	179	1381	kméed	k m é e d	3005	
3729	Tunjung	near	179	1467	totoʔ	t o t o ʔ	1319	
3730	Bare'e	near	179	1545	mosu	m o s u	1871	
3731	Iban	near	179	33	dampih	d a m p i h	1338	
3732	Berawan (Long Terawan)	near	179	1690	kəpaiʔ	k ə p a i ʔ	1991	
3733	Moken	near	179	173	daniʔ	d a n i ʔ	1699	
3734	Hanunoo	near	179	173	arani	a r a n i	1458	
3735	Wuna	near	179	658	nomaho	n o m a h o	2062	
3736	Tetum	near	179	1921	kreʔis	k r e ʔ i s	811	
3737	Tetum	near	179	1922	tukus	t u k u s	2694	
3738	Mailu	near	179	264	tebina	t e b i n a	58	
3739	Tsou	near	179	2215	cmuu	c m u u	243	
3740	Nias	near	179	2323	ahatõ	a h a t õ	1280	
3741	Central Amis	near	179	2501	nataʔ	n a t a ʔ	2067	
3742	Chamorro	near	179	2579	hihot	h i h o t	1928	
3743	Singhi	near	179	2836	sinuk	s i n u k	1315	
3744	Banggi	near	179	2886	miŋat	m i ŋ a t	2533	
3745	Maloh	far	180	208	bajau	b a j a u	598	
3746	Merina (Malagasy)	far	180	1149	lavitra	l a v i t r a	1626	
3747	Thao	far	180	1245	ihazish	i h a z i s h	950	
3748	Palauan	far	180	1382	cʰeroid	cʰ e r o i d	2457	
3749	Tunjung	far	180	1468	əncoʔ	ə n c o ʔ	78	
3750	Bare'e	far	180	1546	lawa	l a w a	702	
3751	Iban	far	180	208	jauh	j a u h	1037	
3752	Berawan (Long Terawan)	far	180	208	dio	d i o	1865	
3753	Moken	far	180	1783	nanʲoːt	n a nʲ oː t	941	
3754	Hanunoo	far	180	62	arajuʔ	a r a j u ʔ	1371	
3755	Wuna	far	180	201	nokodohu	n o k o d o h u	1527	
3756	Wuna	far	180	201	kodoko	k o d o k o	1281	
3757	Tetum	far	180	1923	kedok	k e d o k	1281	
3758	Mailu	far	180	2076	pakalau	p a k a l a u	1641	
3759	Tsou	far	180	761	covhi	c o v h i	2709	
3760	Nias	far	180	425	arõu	a r õ u	366	
3761	Central Amis	far	180	2502	malaʔaj	m a l a ʔ a j	655	
3762	Banoni	far	180	2737	mo#gʰarusuna	m o # gʰ a r u s u n a	3105	
3763	Singhi	far	180	-208	jue	j u e	2004	
3764	Banggi	far	180	2887	moduk	m o d u k	2678	
3765	Maloh	where?	181	1047	dainsi	d a i n s i	1388	
3766	Merina (Malagasy)	where?	181	1150	aiza	a i z a	436	
3767	Thao	where?	181	632	intua	i n t u a	1872	
3768	Palauan	where?	181	1383	ker	k e r	1717	
3769	Tunjung	where?	181	1469	dinʲa	d i nʲ a	2510	
3770	Tunjung	where?	181	1470	dinja	d i n j a	1257	
3771	Bare'e	where?	181	107	saː	s aː	186	
3772	Iban	where?	181	1616	ni	n i	2173	
3773	Berawan (Long Terawan)	where?	181	1691	ataʔ#buʔ	a t a ʔ # b u ʔ	2821	
3774	Moken	where?	181	1784	bitaː	b i t aː	1941	
3775	Hanunoo	where?	181	1854	naʔan	n a ʔ a n	2541	
3776	Wuna	where?	181	738	nehamae	n e h a m a e	80	
3777	Mailu	where?	181	2077	abo#ːde	a b o #ː d e	2196	
3778	Tsou	where?	181	824	nénu	n é n u	2230	
3779	Tsou	where?	181	2216	anʔo	a n ʔ o	1900	
3780	Nias	where?	181	2324	he	h e	2023	
3781	Central Amis	where?	181	632	icua	i c u a	1872	
3782	Central Amis	where?	181	632	icua	i c u a	1872	
3783	Chamorro	where?	181	2580	amanu	a m a n u	733	
3784	Banoni	where?	181	5	#vai	# v a i	2755	
3785	Banoni	where?	181	5	vaia	v a i a	269	
3786	Singhi	where?	181	2837	tiŋ#ki	t i ŋ # k i	1300	
3787	Banggi	where?	181	2888	menihan	m e n i h a n	2390	
3788	Maloh	I	182	7	iak	i a k	2463	
3789	Merina (Malagasy)	I	182	7	iz	i z	1606	
3790	Thao	I	182	7	jaku	j a k u	2822	
3791	Palauan	I	182	7	ŋak	ŋ a k	1354	
3792	Tunjung	I	182	1471	ap	a p	2959	
3793	Bare'e	I	182	7	aku	a k u	2822	
3794	Iban	I	182	7	aku	a k u	2822	
3795	Berawan (Long Terawan)	I	182	7	akːoh	a kː o h	1690	
3796	Hanunoo	I	182	7	aku	a k u	2822	
3797	Wuna	I	182	697	inodi	i n o d i	794	
3798	Tetum	I	182	7	hau	h a u	2427	
3799	Mailu	I	182	-7	ia	i a	2463	
3800	Tsou	I	182	7	ao	a o	189	
3801	Nias	I	182	-7	jaʔo	j a ʔ o	1048	
3802	Central Amis	I	182	7	aku	a k u	2822	
3803	Central Amis	I	182	7	kako	k a k o	1322	
3804	Chamorro	I	182	7	guahu	g u a h u	88	
3805	Banoni	I	182	-7	na	n a	16	
3806	Singhi	I	182	7	aku	a k u	2822	
3807	Banggi	I	182	7	ou	o u	2503	
3808	Maloh	thou	183	634	iko	i k o	723	
3809	Merina (Malagasy)	thou	183	732	hianao	h i a n a o	3003	
3810	Thao	thou	183	634	ihu	i h u	2333	
3811	Palauan	thou	183	634	kau	k a u	2336	
3812	Tunjung	thou	183	634	koʔ	k o ʔ	845	
3813	Bare'e	thou	183	634	siko	s i k o	723	
3814	Iban	thou	183	1617	nuan	n u a n	1537	
3815	Iban	thou	183	1618	diʔ	d i ʔ	2944	
3816	Berawan (Long Terawan)	thou	183	1692	noh	n o h	850	
3817	Moken	thou	183	1785	kah̃eː	k a h̃ eː	2868	
3818	Hanunoo	thou	183	634	kawu	k a w u	2336	
3819	Wuna	thou	183	238	ihitu	i h i t u	1132	
3820	Tetum	thou	183	634	o	o	312	
3821	Mailu	thou	183	538	ga	g a	988	
3822	Tsou	thou	183	634	suu	s u u	1700	
3823	Nias	thou	183	-634	jaʔugõ	j a ʔ u g õ	2465	
3824	Central Amis	thou	183	634	kisu	k i s u	2024	
3825	Chamorro	thou	183	634	hagu	h a g u	1238	
3826	Banoni	thou	183	2738	no	n o	850	
3827	Singhi	thou	183	634	iŋan	i ŋ a n	752	
3828	Singhi	thou	183	634	muː	m uː	1198	
3829	Banggi	thou	183	2889	uhu	u h u	2333	
3830	Maloh	he/she	184	536	ia	i a	1924	
3831	Merina (Malagasy)	he/she	184	536	izj	i z j	597	
3832	Thao	he/she	184	1246	cicu	c i c u	2646	
3833	Palauan	he/she	184	536	ŋii	ŋ i i	2172	
3834	Tunjung	he/she	184	536	isaʔ	i s a ʔ	1962	
3835	Bare'e	he/she	184	536	siʔa	s i ʔ a	2949	
3836	Iban	he/she	184	349	ia	i a	1924	
3837	Berawan (Long Terawan)	he/she	184	200	nʲih	nʲ i h	2726	
3838	Moken	he/she	184	1786	ʔolaːŋ	ʔ o l aː ŋ	1850	
3839	Moken	he/she	184	536	nʲaː	nʲ aː	801	
3840	Hanunoo	he/she	184	536	sija	s i j a	2949	
3841	Wuna	he/she	184	600	anoa	a n o a	143	
3842	Tetum	he/she	184	536	nia	n i a	1924	
3843	Mailu	he/she	184	2078	no	n o	1920	
3844	Nias	he/she	184	536	jaʔia	j a ʔ i a	2906	
3845	Central Amis	he/she	184	2503	ciŋra	c i ŋ r a	473	
3846	Central Amis	he/she	184	2504	ciŋra	c i ŋ r a	2245	
3847	Chamorro	he/she	184	536	guija	g u i j a	2949	
3848	Banoni	he/she	184	584	nːa	nː a	196	
3849	Singhi	he/she	184	536	ijox	i j o x	1632	
3850	Banggi	he/she	184	2890	kui	k u i	1103	
3851	Maloh	we	185	287	ikiʔ	i k i ʔ	1243	
3852	Maloh	we	185	648	ikam	i k a m	1066	
3853	Merina (Malagasy)	we	185	287	isika	i s i k a	1722	
3854	Merina (Malagasy)	we	185	648	izahaj	i z a h a j	2261	
3855	Thao	we	185	287	ita	i t a	3117	
3856	Thao	we	185	648	jamin	j a m i n	3117	
3857	Palauan	we	185	287	kid	k i d	3117	
3858	Palauan	we	185	648	kemam	k e m a m	3117	
3859	Tunjung	we	185	287	taj	t a j	1267	
3860	Tunjung	we	185	648	kamiʔ	k a m i ʔ	3117	
3861	Bare'e	we	185	287	kita	k i t a	3117	
3862	Bare'e	we	185	648	kami	k a m i	3117	
3863	Iban	we	185	287	kitai	k i t a i	3117	
3864	Iban	we	185	648	kami	k a m i	3117	
3865	Berawan (Long Terawan)	we	185	287	kitah	k i t a h	3117	
3866	Berawan (Long Terawan)	we	185	648	kameh	k a m e h	3117	
3867	Moken	we	185	287	ʔetaʔ	ʔ e t a ʔ	3117	
3868	Moken	we	185	648	kamoj	k a m o j	3117	
3869	Hanunoo	we	185	287	kita	k i t a	3117	
3870	Hanunoo	we	185	648	kami	k a m i	3117	
3871	Wuna	we	185	161	insaidi	i n s a i d i	401	
3872	Tetum	we	185	287	ita	i t a	3117	
3873	Tetum	we	185	648	ami	a m i	3117	
3874	Tsou	we	185	287	ato	a t o	3117	
3875	Tsou	we	185	648	amia	a m i a	3117	
3876	Nias	we	185	287	jaʔita	j a ʔ i t a	533	
3877	Nias	we	185	2325	jaʔaga	j a ʔ a g a	2930	
3878	Central Amis	we	185	287	kita	k i t a	3117	
3879	Central Amis	we	185	287	kita	k i t a	3117	
3880	Central Amis	we	185	648	kami	k a m i	3117	
3881	Chamorro	we	185	287	hita	h i t a	3117	
3882	Chamorro	we	185	648	hami	h a m i	3117	
3883	Banoni	we	185	287	gʰata	gʰ a t a	3117	
3884	Banoni	we	185	648	gʰamam	gʰ a m a m	3117	
3885	Singhi	we	185	287	atːe	a tː e	3117	
3886	Singhi	we	185	2838	kais	k a i s	3117	
3887	Banggi	we	185	2891	sesia	s e s i a	1722	
3888	Banggi	we	185	2892	ihi	i h i	2011	
3889	Maloh	you	186	1048	ikin	i k i n	1729	
3890	Merina (Malagasy)	you	186	1151	hianaréo	h i a n a r é o	412	
3891	Thao	you	186	1247	maniun	m a n i u n	1707	
3892	Palauan	you	186	592	kemiu	k e m i u	2229	
3893	Tunjung	you	186	772	kam	k a m	2229	
3894	Bare'e	you	186	592	komi	k o m i	2229	
3895	Iban	you	186	1619	kitaʔ	k i t a ʔ	2187	
3896	Iban	you	186	1620	diʔ	d i ʔ	2351	
3897	Iban	you	186	1621	nuan	n u a n	2040	
3898	Berawan (Long Terawan)	you	186	772	kam	k a m	2229	
3899	Moken	you	186	1787	kanʲeː	k a nʲ eː	347	
3900	Hanunoo	you	186	319	kamu	k a m u	2229	
3901	Wuna	you	186	818	ihintumu	i h i n t u m u	2589	
3902	Tetum	you	186	592	emi	e m i	2229	
3903	Mailu	you	186	2079	aea	a e a	1166	
3904	Tsou	you	186	319	muu	m u u	1642	
3905	Nias	you	186	592	jaʔami	j a ʔ a m i	2598	
3906	Central Amis	you	186	319	isu	i s u	2002	
3907	Central Amis	you	186	319	kamu	k a m u	2229	
3908	Central Amis	you	186	319	amu	a m u	2229	
3909	Chamorro	you	186	592	hamjo	h a m j o	1050	
3910	Banoni	you	186	319	gʰam	gʰ a m	2229	
3911	Singhi	you	186	2839	iŋan	i ŋ a n	2227	
3912	Maloh	they	187	92	ira	i r a	2776	
3913	Merina (Malagasy)	they	187	-92	izj	i z j	2218	
3914	Thao	they	187	1248	cajcuj	c a j c u j	3112	
3915	Palauan	they	187	92	tir	t i r	2776	
3916	Bare'e	they	187	92	sira	s i r a	2776	
3917	Iban	they	187	92	sidaʔ	s i d a ʔ	2776	
3918	Berawan (Long Terawan)	they	187	92	siloh	s i l o h	438	
3919	Moken	they	187	1788	ʔolaːŋ	ʔ o l aː ŋ	1499	
3920	Hanunoo	they	187	92	sida	s i d a	2776	
3921	Wuna	they	187	323	andoa	a n d o a	1847	
3922	Tetum	they	187	92	sia	s i a	2776	
3923	Mailu	they	187	2080	omoa	o m o a	1192	
3924	Tsou	they	187	2217	heː	h eː	1645	
3925	Nias	they	187	92	jaʔira	j a ʔ i r a	1078	
3926	Central Amis	they	187	2505	aŋra	a ŋ r a	2857	
3927	Central Amis	they	187	2506	caŋra	c a ŋ r a	518	
3928	Chamorro	they	187	92	siha	s i h a	2776	
3929	Banoni	they	187	357	nari	n a r i	727	
3930	Singhi	they	187	2840	ijox	i j o x	1430	
3931	Maloh	what?	188	127	aisi	a i s i	2859	
3932	Maloh	what?	188	127	aisana	a i s a n a	2282	
3933	Merina (Malagasy)	what?	188	307	inona	i n o n a	978	
3934	Thao	what?	188	27	numa	n u m a	1522	
3935	Palauan	what?	188	1384	ŋaraŋ	ŋ a r a ŋ	77	
3936	Tunjung	what?	188	682	nʲama	nʲ a m a	1522	
3937	Bare'e	what?	188	307	nunjaː	n u n j aː	3048	
3938	Iban	what?	188	127	apa	a p a	3018	
3939	Iban	what?	188	682	nama	n a m a	1522	
3940	Berawan (Long Terawan)	what?	188	307	nʲon	nʲ o n	1294	
3941	Moken	what?	188	307	ʔanoː	ʔ a n oː	319	
3942	Hanunoo	what?	188	1855	hintaj	h i n t a j	737	
3943	Wuna	what?	188	573	ohae	o h a e	3083	
3944	Tetum	what?	188	127	sa	s a	1535	
3945	Mailu	what?	188	2081	diada	d i a d a	286	
3946	Tsou	what?	188	2218	cuma	c u m a	1522	
3947	Nias	what?	188	127	hadia	h a d i a	1557	
3948	Central Amis	what?	188	2507	umaqan	u m a q a n	433	
3949	Central Amis	what?	188	2508	umaʔan	u m a ʔ a n	1744	
3950	Chamorro	what?	188	127	hafa	h a f a	1557	
3951	Banoni	what?	188	455	sua	s u a	1535	
3952	Banoni	what?	188	455	hoa	h o a	985	
3953	Singhi	what?	188	307	oni	o n i	198	
3954	Banggi	what?	188	307	onuh	o n u h	2486	
3955	Maloh	who?	189	1049	intain	i n t a i n	2593	
3956	Merina (Malagasy)	who?	189	-746	izaj	i z a j	1263	
3957	Thao	who?	189	259	tima	t i m a	1821	
3958	Palauan	who?	189	1385	tecʰaŋ	t e cʰ a ŋ	1763	
3959	Tunjung	who?	189	1472	unʲa	u nʲ a	2038	
3960	Bare'e	who?	189	595	i#sema	i # s e m a	1821	
3961	Iban	who?	189	459	sapa	s a p a	298	
3962	Berawan (Long Terawan)	who?	189	-746	kaʔeh	k a ʔ e h	1119	
3963	Moken	who?	189	1789	ʔacaː	ʔ a c aː	1393	
3964	Hanunoo	who?	189	-328	sintaj	s i n t a j	1942	
3965	Wuna	who?	189	-746	lahae	l a h a e	2878	
3966	Tetum	who?	189	746	se	s e	1460	
3967	Mailu	who?	189	2082	au	a u	266	
3968	Tsou	who?	189	2219	sia	s i a	1821	
3969	Nias	who?	189	-746	ha	h a	2705	
3970	Central Amis	who?	189	259	cima	c i m a	1821	
3971	Chamorro	who?	189	-746	hai	h a i	2705	
3972	Banoni	who?	189	746	seː	s eː	1460	
3973	Banoni	who?	189	746	heː	h eː	1122	
3974	Singhi	who?	189	-746	osi	o s i	1604	
3975	Banggi	who?	189	-746	asi	a s i	1604	
3976	Maloh	other	190	167	lan	l a n	157	
3977	Merina (Malagasy)	other	190	1152	hafa	h a f a	1070	
3978	Thao	other	190	776	suma	s u m a	369	
3979	Palauan	other	190	1386	ŋodecʰ	ŋ o d e cʰ	2927	
3980	Bare'e	other	190	1547	ntani	n t a n i	383	
3981	Iban	other	190	1622	bukai	b u k a i	1420	
3982	Berawan (Long Terawan)	other	190	1693	jəh#nih	j ə h # n i h	3122	
3983	Hanunoo	other	190	709	iba	i b a	876	
3984	Wuna	other	190	116	sigahano	s i g a h a n o	513	
3985	Tetum	other	190	845	seluk	s e l u k	842	
3986	Mailu	other	190	2083	enere	e n e r e	1121	
3987	Tsou	other	190	2220	coni	c o n i	2165	
3988	Nias	other	190	2326	bõʔõ	b õ ʔ õ	781	
3989	Central Amis	other	190	776	u#lumaʔ#a#tamdaw	u # l u m a ʔ # a # t a m d a w	1525	
3990	Singhi	other	190	167	kun	k u n	2711	
3991	Banggi	other	190	-167	leidn	l e i d n	1952	
3992	Maloh	all	191	1050	kausan	k a u s a n	2085	
3993	Maloh	all	191	89	samua	s a m u a	1829	
3994	Merina (Malagasy)	all	191	1153	rehétra	r e h é t r a	1745	
3995	Thao	all	191	1249	ʔazʔaz	ʔ a z ʔ a z	452	
3996	Palauan	all	191	1387	el#rokir	e l # r o k i r	2344	
3997	Bare'e	all	191	382	paka	p a k a	131	
3998	Iban	all	191	89	abis	a b i s	2252	
3999	Iban	all	191	89	semua	s e m u a	1829	
4000	Iban	all	191	89	magaŋ	m a g a ŋ	2756	
4001	Berawan (Long Terawan)	all	191	1694	moŋ	m o ŋ	317	
4002	Moken	all	191	1790	tapʰuːŋ	t a pʰ uː ŋ	2145	
4003	Moken	all	191	1791	kətoj	k ə t o j	2799	
4004	Hanunoo	all	191	526	tanan	t a n a n	2005	
4005	Wuna	all	191	267	baribarie	b a r i b a r i e	2416	
4006	Tetum	all	191	452	hotu#hotu	h o t u # h o t u	2299	
4007	Tetum	all	191	1924	falu	f a l u	2123	
4008	Tsou	all	191	2221	acʉhʉ	a c ʉ h ʉ	1757	
4009	Nias	all	191	2327	fefu	f e f u	2123	
4010	Nias	all	191	2328	oi	o i	421	
4011	Central Amis	all	191	2509	mapuluq	m a p u l u q	3118	
4012	Central Amis	all	191	2510	mapuloŋ	m a p u l o ŋ	82	
4013	Central Amis	all	191	326	maʔmiŋ	m a ʔ m i ŋ	1630	
4014	Banoni	all	191	2739	kota	k o t a	894	
4015	Singhi	all	191	2841	sue#porug	s u e # p o r u g	1156	
4016	Maloh	and	192	306	nana	n a n a	2397	
4017	Merina (Malagasy)	and	192	1154	sj	s j	2908	
4018	Merina (Malagasy)	and	192	1155	arj	a r j	2727	
4019	Merina (Malagasy)	and	192	429	ka	k a	826	
4020	Palauan	and	192	-429	e	e	2014	
4021	Palauan	and	192	71	me	m e	3104	
4022	Bare'e	and	192	1548	pai	p a i	1598	
4023	Iban	and	192	1623	eŋgau	e ŋ g a u	1634	
4024	Berawan (Long Terawan)	and	192	306	ŋan	ŋ a n	1379	
4025	Moken	and	192	1792	toŋ	t o ŋ	1249	
4026	Hanunoo	and	192	429	ag	a g	2216	
4027	Tetum	and	192	825	no	n o	1069	
4028	Mailu	and	192	2084	di	d i	1666	
4029	Mailu	and	192	2085	ele	e l e	1818	
4030	Mailu	and	192	2086	o	o	3129	
4031	Mailu	and	192	2087	nogo	n o g o	665	
4032	Tsou	and	192	641	ho	h o	83	
4033	Nias	and	192	71	ba	b a	1519	
4034	Central Amis	and	192	36	a	a	2014	
4035	Chamorro	and	192	2581	ja	j a	163	
4036	Chamorro	and	192	2582	jan	j a n	1379	
4037	Singhi	and	192	2842	duecʰ	d u e cʰ	2786	
4038	Singhi	and	192	769	toban	t o b a n	1520	
4039	Banggi	and	192	71	mak	m a k	2319	
4040	Maloh	if	193	1051	atiʔ	a t i ʔ	2180	
4041	Merina (Malagasy)	if	193	1156	raha	r a h a	213	
4042	Thao	if	193	1250	ja	j a	224	
4043	Palauan	if	193	1388	a	a	357	
4044	Palauan	if	193	1389	a#kmu	a # k m u	1083	
4045	Bare'e	if	193	275	ane	a n e	2844	
4046	Iban	if	193	1624	entiʔ	e n t i ʔ	2180	
4047	Berawan (Long Terawan)	if	193	45	mun	m u n	711	
4048	Moken	if	193	1793	saʔ	s a ʔ	2553	
4049	Hanunoo	if	193	576	nu	n u	2844	
4050	Mailu	if	193	2088	de	d e	783	
4051	Tsou	if	193	2222	hoci	h o c i	3014	
4052	Nias	if	193	-576	na	n a	2581	
4053	Central Amis	if	193	576	anu	a n u	2844	
4054	Central Amis	if	193	576	ano	a n o	2844	
4055	Singhi	if	193	404	komu	k o m u	1793	
4056	Maloh	how?	194	1052	aisi#loʔa	a i s i # l o ʔ a	100	
4057	Merina (Malagasy)	how?	194	1157	ahoana	a h o a n a	1996	
4058	Thao	how?	194	240	apiakuzan	a p i a k u z a n	2690	
4059	Palauan	how?	194	1390	uaŋeraŋ	u a ŋ e r a ŋ	619	
4060	Tunjung	how?	194	1473	ŋamenʲa	ŋ a m e nʲ a	3000	
4061	Bare'e	how?	194	240	makuja	m a k u j a	672	
4062	Iban	how?	194	1625	kati	k a t i	2578	
4063	Berawan (Long Terawan)	how?	194	1695	coʔ#kədin	c o ʔ # k ə d i n	881	
4064	Moken	how?	194	1794	cipʰan	c i pʰ a n	1049	
4065	Hanunoo	how?	194	1856	abitaj	a b i t a j	1516	
4066	Hanunoo	how?	194	1857	abitaj	a b i t a j	2791	
4067	Tetum	how?	194	1925	na#nuːsa	n a # n uː s a	315	
4068	Mailu	how?	194	2089	abo#ːua	a b o #ː u a	325	
4069	Tsou	how?	194	2223	hia	h i a	2150	
4070	Nias	how?	194	2329	he#ːwisa	h e #ː w i s a	51	
4071	Central Amis	how?	194	2511	samaqanen	s a m a q a n e n	2636	
4072	Central Amis	how?	194	2512	samaʔanen	s a m a ʔ a n e n	2401	
4073	Chamorro	how?	194	2583	#taimanu	# t a i m a n u	701	
4074	Banoni	how?	194	2740	vaia#vasi	v a i a # v a s i	27	
4075	Singhi	how?	194	2843	onimun	o n i m u n	2612	
4076	Banggi	how?	194	2893	fuŋgama	f u ŋ g a m a	1993	
4077	Maloh	no, not	195	117	bokan	b o k a n	1385	
4078	Maloh	no, not	195	736	naʔan	n a ʔ a n	2530	
4079	Merina (Malagasy)	no, not	195	1158	tsj	t s j	777	
4080	Merina (Malagasy)	no, not	195	1159	tsia	t s i a	1725	
4081	Thao	no, not	195	-151	ani	a n i	3114	
4082	Thao	no, not	195	1251	antu	a n t u	75	
4083	Palauan	no, not	195	638	diak	d i a k	1932	
4084	Tunjung	no, not	195	1474	kaheʔ	k a h e ʔ	2283	
4085	Bare'e	no, not	195	1549	bareʔe	b a r e ʔ e	171	
4086	Iban	no, not	195	1626	nadai	n a d a i	1521	
4087	Iban	no, not	195	476	endaʔ	e n d a ʔ	2588	
4088	Iban	no, not	195	117	ukai	u k a i	2769	
4089	Berawan (Long Terawan)	no, not	195	1696	ŋaʔ	ŋ a ʔ	437	
4090	Moken	no, not	195	117	kan	k a n	1385	
4091	Moken	no, not	195	1795	hah	h a h	1047	
4092	Hanunoo	no, not	195	1858	balaw	b a l a w	2567	
4093	Hanunoo	no, not	195	117	bukun	b u k u n	1385	
4094	Hanunoo	no, not	195	1859	unman	u n m a n	703	
4095	Tetum	no, not	195	1926	la#	l a #	1145	
4096	Mailu	no, not	195	2090	da	d a	1014	
4097	Mailu	no, not	195	2091	kokoa	k o k o a	1935	
4098	Mailu	no, not	195	2092	seːvai	s eː v a i	627	
4099	Tsou	no, not	195	2224	oʔte	o ʔ t e	1526	
4100	Nias	no, not	195	2330	lõʔõ	l õ ʔ õ	252	
4101	Nias	no, not	195	2331	teŋa	t e ŋ a	1299	
4102	Central Amis	no, not	195	582	caqaj	c a q a j	236	
4103	Central Amis	no, not	195	582	naʔaj	n a ʔ a j	2530	
4104	Central Amis	no, not	195	582	caʔaj	c a ʔ a j	2530	
4105	Central Amis	no, not	195	582	awa	a w a	2919	
4106	Banoni	no, not	195	2741	gʰinava	gʰ i n a v a	408	
4107	Singhi	no, not	195	2844	idex	i d e x	2588	
4108	Banggi	no, not	195	638	endak	e n d a k	2588	
4109	Maloh	to count	196	-248	maŋoroŋ	m a ŋ o r o ŋ	649	
4110	Merina (Malagasy)	to count	196	1160	manisa	m a n i s a	2352	
4111	Thao	to count	196	183	shupilh	s h u p i l h	1726	
4112	Palauan	to count	196	1391	omecʰur	o m e cʰ u r	945	
4113	Tunjung	to count	196	48	milaŋ	m i l a ŋ	2645	
4114	Bare'e	to count	196	1550	iwa	i w a	2289	
4115	Bare'e	to count	196	-48	mobila	m o b i l a	2645	
4116	Iban	to count	196	248	itoŋ	i t o ŋ	1561	
4117	Berawan (Long Terawan)	to count	196	140	muroŋ	m u r o ŋ	2845	
4118	Moken	to count	196	541	mənap	m ə n a p	212	
4119	Hanunoo	to count	196	48	mabilaŋ	m a b i l a ŋ	2645	
4120	Wuna	to count	196	588	nelentu	n e l e n t u	707	
4121	Tetum	to count	196	765	sura	s u r a	2528	
4122	Mailu	to count	196	2093	gimugimu	g i m u g i m u	1808	
4123	Mailu	to count	196	2094	omiomi	o m i o m i	651	
4124	Tsou	to count	196	183	smupeu	s m u p e u	2273	
4125	Tsou	to count	196	183	spuéni	s p u é n i	2923	
4126	Nias	to count	196	2332	faja	f a j a	2958	
4127	Central Amis	to count	196	2513	misaʔosi	m i s a ʔ o s i	2233	
4128	Chamorro	to count	196	2584	tufoŋ	t u f o ŋ	2845	
4129	Banoni	to count	196	48	seː	s eː	1873	
4130	Singhi	to count	196	541	niap	n i a p	1476	
4131	Singhi	to count	196	48	bibiraŋ	b i b i r a ŋ	2645	
4132	Banggi	to count	196	541	niap	n i a p	1476	
4133	Maloh	One	197	676	sera	s e r a	3143	
4134	Maloh	One	197	676	insa	i n s a	3143	
4135	Merina (Malagasy)	One	197	676	isa	i s a	3143	
4136	Thao	One	197	-676	tata	t a t a	3143	
4137	Palauan	One	197	676	taŋ	t a ŋ	3143	
4138	Tunjung	One	197	676	caʔ	c a ʔ	3143	
4139	Tunjung	One	197	1475	bueq	b u e q	490	
4140	Bare'e	One	197	676	isa	i s a	3143	
4141	Iban	One	197	121	satu	s a t u	3143	
4142	Berawan (Long Terawan)	One	197	676	acih	a c i h	431	
4143	Moken	One	197	676	saʔ	s a ʔ	3143	
4144	Hanunoo	One	197	676	usa	u s a	3143	
4145	Wuna	One	197	676	iseʔ	i s e ʔ	3143	
4146	Tetum	One	197	-676	ida	i d a	3143	
4147	Mailu	One	197	2095	omu	o m u	2783	
4148	Tsou	One	197	712	cini	c i n i	1956	
4149	Nias	One	197	676	sara	s a r a	3143	
4150	Central Amis	One	197	676	cecai	c e c a i	3140	
4151	Central Amis	One	197	676	cːaj	cː a j	3143	
4152	Central Amis	One	197	676	cecaj	c e c a j	304	
